slang;formal
tuch;tuh
u;untuk
org;orang
yg;yang
ngmngin;mengomongkan
gak;tidak
dr;dari
gak;tidak
jgn;jangan
dapet;dapat
sblmnya;sebelumnya
mba;mbak
maksd;maksud
bner;benar
tp;tapi
dr;dari
yg;yang
masing2;masing-masing
adkah;adakah
yg;yang
menbelah;membelah
yg;yang
karna;karena
mba;mbak
ayuk;ayo
yg;yang
mngira;mengira
bertolernsi;bertoleransi
slahkan;salahkan
krna;karena
tolernsi;toleransi
aminn;amin
yg;yang
tdk;tidak
tu;itu
tdk;tidak
yg;yang
dgn;dengan
dgn;dengan
yg;yang
yg;yang
tdk;tidak
yg;yang
skrang;sekarang
sbnarnya;sebenarnya
ingi;ingin
dlm;dalam
dah;deh
oalaaaa;walah
menjelekan;menjelekkan
hadeuuh;aduh
ngomong;mengomong
aja;saja
dikemanain;dikemanakan
pake;pakai
aja;saja
gk;tidak
yg;yang
aneh2;aneh-aneh
km;kamu
gmn;bagaimana
ngak;tidak
yg;yang
ato;atau
yg;yang
jg;juga
trus;kemudian
jg;juga
bpknya;bapaknya
yg;yang
dgn;dengan
jd;jadi
yg;yang
yg;yang
yg;yang
yg;yang
yg;yang
adlh;adalah
dlm;dalam
tdk;tidak
baca2;baca-baca
ga;tidak
yg;yang
dgn;dengan
lbh;lebih
hrsnya;harusnya
jwb;jawab
sy;saya
dgn;dengan
bkn;bukan
tp;tapi
tdk;tidak
sy;saya
yg;yang
mrk;mereka
yg;yang
gk;tidak
mrk;mereka
adlh;adalah
bkn;bukan
cm;cuma
tp;tapi
jg;juga
org;orang
bs;bisa
kl;kalau
tdk;tidak
tdk;tidak
lbh;lebih
dgn;dengan
tdk;tidak
yg;yang
mba;mbak
tp;tapi
komen2;komen-komen
yg;yang
dgn;dengan
berbeda2;berbeda-beda
pdhl;padahal
dlm;dalam
yg;yang
adlh;adalah
adlh;adalah
yg;yang
kpd;kepada
tdk;tidak
sbg;sebagai
utk;untuk
dr;dari
ga;tidak
yg;yang
sebelum2nya;sebelum-sebelumnya
sbagai;sebagai
masing2;masing-masing
amiin;amin
sedihh;sedih
ka;kak
kangennnn;kangen
smga;semoga
d;di
gndakan;gandakan
kk;kakak
kangeeeeeeeenya;kangen
sm;sama
k;kak
bgt;banget
yg;yang
kngen;kangen
bgtt;banget
sma;sama
gaa;tidak
akn;akan
yg;yang
ganti'kn;menggantikan
smg;semoga
tnang;tenang
amiiiiiiiiiiiiiiiiin;amin
sma;sama
kangennnn;kangen
kgeeeen;kangen
kangeenn;kangen
kangennn;kangen
bangeeeet;banget
smoga;semoga
tnang;tenang
kgn;kangen
hdup;hidup
g;tidak
bsok;besok
hbis;habis
mti;mati
g;tidak
bngetttt;banget
kangeen;kangen
bgect;banget
bangat;banget
dgn;dengan
ama;sama
yah;ya
ajah;saja
aja;saja
ajah;saja
fto;foto
ni;ini
"kebaikan""y";kebaikannya
d;di
trima;terima
smoga;semoga
jg;juga
d;di
dssi;disisi
kngenn;kangen
bngett;banget
kebayang;terbayang
yg;yang
yg;yang
kangeeeeennn;kangen
pengen;pengin
dgr;dengar
sedangi;sedang
dasyat;dahsyat
ngak;tidak
karna;karena
ngak;tidak
ni;nih
aer;air
bgni;begini
kk;kakak
sya;saya
pake;pakai
skalii;sekali
kngen;kangen
kk;kakak
ama;sama
org;orang
yg;yang
spt;seperti
alm;almarhum
gg;tidak
dtinggl;ditinggal
kk;kakak
terbaiiikkkkk;terbaik
murahhh;murah
pecahhg;pecah
ihh;ih
skrang;sekarang
yahh;ya
gini;begini
kaka;kakak
kakakgh;kakak
terbaeeeek;terbaik
bet;banget
pngen;pengin
prempuan;perempuan
pengen;pengin
udah;sudah
manteep;mantap
wihh;wih
gk;tidak
yg;yang
ngerii;ngeri
bangettt;banget
dehh;deh
makasih;terima kasih
yg;yang
nggeh;engah
indonesiaaa;indonesia
makasih;terima kasih
beneran;benaran
inia;ini
ap;apa
maluu;malu
sempet;sempat
karna;karena
gk;tidak
cobaaaa;coba
ngerii;ngeri
bangett;banget
dehhh;deh
gak;tidak
akn;akan
nyesel;menyesal
cepetan;cepatan
ga;tidak
nyesel;menyesal
udah;sudah
buktiin;membuktikan
yg;yang
ntapsss;mantap
njir;anjir
kamiiii;kami
yg;yang
bgttt;banget
sll;selalu
smangat;semangat
mb;mbak
bc;baca
makasih;terima kasih
byk;banyak
temen2;teman-teman
yg;yang
yaa;ya
byk;banyak
yg;yang
syg;sayang
aq;aku
qmu;kamu
aq;aku
jdi;jadi
tw;tau
gimana;bagaimana
sdkit2;sedikit-sedikit
tntg;tentang
penyakitny;penyakitnya
gak;tidak
da;ada
yg;yang
gak;tidak
mgkin;mungkin
yg;yang
qmu;kamu
slalu;selalu
slalu;selalu
ngajarin;mengajari
tntg;tentang
pa;apa
krn;karena
smakin;semakin
qmu;kamu
dy;dia
spt;seperti
laenny;lainnya
jga;juga
dri;dari
laenny;lainnya
jga;juga
jga;juga
yach;ya
smoga;semoga
bsa;bisa
dapet;dapat
amiinnn;amin
scpatny;secepatnya
trus;kemudian
yach;ya
bwt;buat
sampein;sampaikan
bwt;buat
yach;ya
smoga;semoga
slalu;selalu
jdi;jadi
yg;yang
bwt;buat
tuany;tuanya
jdi;jadi
yg;yang
amiiinn;amin
bgt;banget
byk;banyak
amiin;amin
iyaaa;iya
gpp;tidak apa-apa
amiinn;amin
ttp;tetap
slalu;selalu
jdi;jadi
yach;ya
amiiinnn;amin
mudah2an;mudah-mudahan
doa2;doa-doa
yg;yang
utk;untuk
amiiinn;amin
bgttt;banget
pjg;panjang
yahhh;ya
syg;sayang
adeeek;adek
jd;jadi
dr;dari
aminnn;amin
amiin;amin
q;ku
bca;baca
ampe;sampai
netes;menetes
mataq;mataku
q;ku
byangin;membayangkan
trjadi;terjadi
ma;sama
q;aku
skrg;sekarang
pnya;punya
bln;bulan
q;aku
dposisi;diposisi
mgkn;mungkin
q;aku
g;tidak
utk;untuk
q;ku
mba;mbak
spt;seperti
tanda2nya;tanda-tandanya
spt;seperti
dijwb;dijawab
smoga;semoga
yg;yang
orgtuanya;orang tuanya
org;orang
aamiin;amin
smoga;semoga
slalu;selalu
aamiin;amin
mudah2an;mudah-mudahan
amiin;amin
byk;banyak
dr;dari
ga;tidak
tmpt;tempat
anak2;anak-anak
tp;tapi
anak2;anak-anak
dgn;dengan
anak2;anak-anak
yg;yang
dgn;dengan
utk;untuk
tmn2nya;teman-temannya
amiinn;amin
makasih;terima kasih
sayy;sayang
bgt;banget
byk;banyak
dr;dari
q;ku
pgen;pengin
jd;jadi
kyk;kayak
km;kamu
benar2;benar-benar
pgn;pengin
salaam;salam
y;ya
kakk;kak
mba;mbak
nangis;menangis
mba;mbak
yg;yang
jg;juga
sampek;sampai
aq;aku
ngerasain;merasai
yg;yang
rasain;rasai
na;nya
aq;aku
ngajar;mengajar
gmn;bagaimana
dri;dari
yg;yang
yg;yang
yaa;ya
dri;dari
liad;lihat
fto2;foto-foto
ngerasa;merasa
yg;yang
laen;lain
yg;yang
bgt;banget
yaa;ya
yg;yang
dlu;dulu
karna;karena
dallam;dalam
tp;tapi
yg;yang
yg;yang
sudh;sudah
dgn;dengan
orang2;orang-orang
tentanh;tentang
amiin;amin
dasyat;dahsyat
pingin;pengin
nangiss;menangis
bgt;banget
yg;yang
jd;jadi
bgt;banget
karna;karena
nnton;menonton
kejadianny;kejadiannya
tp;tapi
ga;tidak
main2;main-main
yg;yang
kk;kakak
smua;semua
slalu;selalu
yg;yang
slalu;selalu
kk;kakak
klg;keluarga
jd;jadi
yg;yang
kk;kakak
sayaang;sayang
smoga;semoga
slalu;selalu
jd;jadi
kebanggan;kebanggaan
klg;keluarga
jd;jadi
yg;yang
yg;yang
slalu;selalu
org;orang
jd;jadi
jd;jadi
yg;yang
sayaang;sayang
klg;keluarga
pd;pada
msg2;masing-masing
yg;yang
smg;semoga
yg;yang
yg;yang
org;orang
bgt;banget
pd;pada
yg;yang
tp;tapi
hrs;harus
bgt;banget
dr;dari
nyesel;menyesal
bgt;banget
ga;tidak
sblm;sebelum
pdhl;padahal
ngerasa;merasa
ga;tidak
byk;banyak
pgnnya;penginnya
meluk;memeluk
tp;tapi
ga;tidak
mudah2an;mudah-mudahan
kata2nya;kata-katanya
gak;tidak
lg;sedang
duhh;duh
bangeet;banget
siiihhh;sih
mupeng;muka pengin
baper;bawa perasaan
trus;kemudian
gini;begini
gitu;begitu
caya;percaya
pingin;pengin
kpn;kapan
km;kamu
mna;mana
ny;nya
d;di
yg;yang
bgt;banget
yg;yang
kek;kayak
gini;begini
gak;tidak
liat;lihat
aduhhhhhhhhh;aduh
bangettt;banget
buseett;buset
gitu;begitu
mblo;jomblo
nyari;mencari
yg;yang
bgini;begini
km;kamu
kek;kayak
gini;begini
gini;begini
bkin;bikin
ga;tidak
bgt;banget
yaa;ya
males;malas
njir;anjir
lucuuu;lucu
gagahx;gagahnya
miriiiip;mirip
kaliiii;kali
miriiiip;mirip
bgt;banget
ky;kaya
wahh;wah
bgt;banget
yakk;ya
ga;tidak
niru;meniru
bpknya;bapaknya
mudah2an;mudah-mudahan
bpkmu;bapakmu
aje;saja
aq;aku
sangt;sangat
kmn;kemana
dgn;dengan
slm;salam
gak;tidak
baang;bang
gasih;tidak sih
kasian;kasihan
gak;tidak
pake;pakai
mba;mbak
bgt;banget
yuu;yuk
yg;yang
aqu;aku
yuuu;yuk
cantiik;cantik
yukk;yuk
rb;ribu
aja;saja
cantikk;cantik
gantengg;ganteng
kt;kita
bgt;banget
seneng;senang
liat;lihat
samaa;sama
seneng;senang
liatnya;lihatnya
ngademin;mengademkan
aahh;ah
ngiri;mengiri
pengen;pengin
gini;begini
kakkk;kak
ayuk;ayo
yukk;yuk
kakk;kak
makasi;terima kasih
looo;loh
gak;tidak
pake;pakai
utk;untuk
yg;yang
yg;yang
ga;tidak
nyesel;menyesal
uda;sudah
keluarin;keluarkan
yokk;yuk
ayoook;ayo
gini;begini
gils;gila
kek;kayak
aja;saja
ono;sono
ama;sama
pke;pakai
kpn;kapan
kek;kayak
gni;begini
nggak;tidak
trs;kemudian
trus;kemudian
gini;begini
weeeh;wih
bagiin;membagikan
suksea;sukses
kaa;kak
temenan;berteman
yah;ya
temenan;berteman
bsa;bisa
sehh;sih
deket;dekat
bgt;banget
temen;teman
dekt;dekat
ihh;ih
bgtt;banget
genggg;geng
bsok;besok
gtu;begitu
yawloh;ya allah
gimana;bagaimana
gak;tidak
gak;tidak
gini;begini
njirr;anjir
bhnya;bahannya
km;kamu
dlu;dulu
anjirrrr;anjir
cucokkk;cocok
loo;loh
samaaaa;sama
gak;tidak
nyangka;menyangka
dlm;dalam
yaaa;ya
abanggku;abangku
sayanggg;sayang
sedangi;sedang
dsni;disini
ajaa;saja
silahkan;silakan
ciieeeeeee;cie
kokohh;engkoh
cieeeee;cie
sukaaa;suka
pdhal;padahal
takuttt;takut
yuks;yuk
yah;ya
yng;yang
kmrn;kemarin
bg;bang
kmrn;kemarin
bg;bang
pnjual;penjual
yh;ya
gak;tidak
ahhh;ah
sma;sama
ga;tidak
dung;dong
latian;latihan
yaaaa;ya
bgt;banget
ampe;sampai
lgsg;langsung
aaaaaaakkk;ah
mauuuu;mau
yg;yang
ga;tidak
soga;moga
kmu;kamu
gak;tidak
yg;yang
gitu;begitu
kngen;kangen
pngen;pengin
tteh;teteh
sintron;sinetron
pake;pakai
astagaa;astaga
w;saya
ancurrr;hancur
ap;apa
td;tadi
iaa;iya
liat;lihat
dblkang;dibelakang
yayang;sayang
y;ya
yah;ya
ginian;beginian
gimna;bagaimana
bingit;banget
kmu;kamu
gokillllll;gila
yg;yang
gokillllll;gila
kk;kakak
cntik;cantik
bgtt;banget
aplks;aplikasi
pengen;pengin
nyoba;mencoba
yg;yang
dongg;dong
makasi;terima kasih
pling;paling
ska;suka
denger;dengar
ktawa;ketawa
amiin;amin
hrs;harus
aamiin;amin
yaa;ya
gini;begini
aamiin;amin
amiin;amin
pengen;pengin
baguuus;bagus
aamiin;amin
ntar;entar
ayoook;ayo
udah;sudah
kaaan;kan
ihhh;ih
banged;banget
yok;yuk
pgn;pengin
gini;begini
mauuuuu;mau
ngepoin;mengepoi
uuhh;uh
ngakak;mengakak
gitu;begitu
bgt;banget
bgt;banget
dah;deh
pengen;pengin
beut;banget
baper;bawa perasaan
saya;saya
saya;saya
skrg;sekarang
sampe;sampai
duhh;duh
njirrr;anjir
duhh;duh
baper;bawa perasaan
ngiri;mengiri
pengeeenn;pengin
bgt;banget
yak;ya
g;tidak
bosen;bosan
liat;lihat
dongggg;dong
gini;begini
trs;kemudian
trs;kemudian
nyampe;sampai
g;tidak
bosen;bosan
liatnya;lihatnya
qu;ku
qu;ku
gak;tidak
pengen;pengin
hatii;hati
aja;saja
laa;lah
besook;besok
ahh;ah
aq;aku
mauu;mau
gtuu;begitu
gara2;gara-gara
maen;main
yg;yang
njayyy;anjay
ngakak;mengakak
elu;lu
maacih;terima kasih
tokayyy;tahi
yg;yang
taun;tahun
to;tapi
mksdku;maksudku
knp;kenapa
saya;saya
gituin;begitukan
lgsung;langsung
cba;coba
gk;tidak
nh;nih
bgt;banget
klo;kalau
lg;sedang
gituin;begitukan
gak;tidak
yah;ya
gak;tidak
"ilang""";hilang-hilang
giniin;beginikan
aja;saja
ksini;kesini
kaaa;kak
kubarikan;kuberikan
aq;aku
giniin;beginikan
ayank;sayang
anyeng;anjing
skali;sekali
bng;bang
njirrr;anjir
lgi;sedang
ngapain;mengapai
kya;kaya
gx;tidak
yankkk;sayang
aja;saja
d;di
cukurrr;cukur
gilaaaaaa;gila
aja;saja
yah;ya
ga;tidak
tu;itu
pala;kepala
klau;kalau
bgt;banget
kaka;kakak
yhaaa;ya
qaqaaaa;kakak
sayangkuuuuu;sayangku
kakakuuu;kakakku
dh;deh
orng;orang
kk;kakak
rb;ribu
klau;kalau
rb;ribu
yah;ya
bangett;banget
bgt;banget
gini;begini
naksir;menaksir
pake;pakai
pake;pakai
rekomendasiin;merekomendasikan
gak;tidak
banx;bang
utk;untuk
edannn;edan
pake;pakai
udah;sudah
nggk;tidak
thn;tahun
thn;tahun
makasih;terima kasih
udh;sudah
ksh;kasih
bangett;banget
ga;tidak
lg;sedang
liat;lihat
bs;bisa
bape;bawa perasaan
skrg;sekarang
yg;yang
"artis""";artis-artis
naksir;menaksir
ngelahirin;melahirkan
paksain;memaksa
biasaa;biasa
pengen;pengin
besarin;membesarkan
hub;hubungi
aja;saja
makasih;terima kasih
saranin;menyarankan
ga;tidak
udah;sudah
saranin;menyarankan
bangett;banget
saranin;menyarankan
skrg;sekarang
ga;tidak
nyesel;menyesal
aja;saja
makasih;terima kasih
yaa;ya
hubunggi;hubungi
gak;tidak
loooh;loh
kek;kayak
telimakacih;terima kasih
telimakacih;terima kasih
bngt;banget
keliatan;kelihatan
yuuk;yuk
nerawang;menerawang
alloh;allah
cantiiiik;cantik
ga;tidak
didapet;didapat
tanya2;tanya-tanya
dapetin;mendapati
gak;tidak
pede;percaya diri
gara2;gara-gara
ga;tidak
utk;untuk
smoga;semoga
ttp;tetap
aminn;amin
kuningggg;kuning
kk;kakak
mz;mas
mb;mbak
keliatan;kelihatan
nyolot;menyolot
donk;dong
kk;kakak
udah;sudah
aja;saja
sihhh;sih
tu;itu
cantikkk;cantik
kakk;kakak
ska;suka
ko;kok
gak;tidak
yah;ya
org;orang
indo;indonesia
lgsg;langsung
kyk;kayak
gini;begini
ga;tidak
ga;tidak
yg;yang
liat;lihat
ad;ada
d;di
bangat;banget
aja;saja
ni;ini
elahh;alah
ngaca;mengaca
gk;tidak
pd;pada
ga;tidak
pnting;penting
pnya;punya
dlm;dalam
ga;tidak
ga;tidak
bela2in;membela-bela
smpe;sampai
marah2an;marah-marahan
prnh;pernah
wlaupun;walaupun
syantiiiiikkkkkkkkkkkk;cantik
punyaaa;punya
aja;saja
gk;tidak
yg;yang
nd;indak
ush;usah
"bwa""";bawa-bawa
agma;agama
subahanallah;subhanallah
cantikk;cantik
bgt;banget
pke;pakai
hijabb;hijab
engga;tidak
bangettttt;banget
kerrennn;keren
ga;tidak
makasih;terima kasih
udah;sudah
rekomendasiin;merekomendasikan
jd;jadi
lbih;lebih
dr;dari
ngetik;mengetik
ntr;entar
ntah;entah
pan;kapan
aja;saja
mateeeek;mati
mba;mbak
yah;ya
sma;sama
kl;kalau
gimana;bagaimana
geetoo;begitu
ginian;beginian
ga;tidak
diginiin;dibeginikan
ntr;entar
sewain;menyewa
kokkk;kok
muluuu;melulu
kaka;kakak
yaaang;yang
iyaa;iya
ntar;entar
dbuat;dibuat
gituu;begitu
yappp;ya
msih;masih
thn;tahun
lg;sedang
uwahhhhh;wah
g;tidak
bs;bisa
lbh;lebih
lg;sedang
bnr2;benar-benar
psgn;pasangan
yg;yang
cocokkk;cocok
dr;dari
ujg;ujung
rmbut;rambut
smp;sampai
kki;kaki
kgn;kangen
liat;lihat
liat;lihat
kgn;kangen
mreka;mereka
yg;yang
dlu;dulu
yg;yang
pengen;pengin
y;ya
hayukk;hayo
gini;begini
segitunya;sebegitunya
pngn;pengin
ntab;mantab
mauu;mau
atuhhh;atuh
yukss;yuk
lihaatttt;lihat
yg;yang
ayoo;ayo
niiiihh;nih
liattt;lihat
cuyyy;cuy
dr;dari
gapernah;tidak pernah
bosen;bosan
liatiii;lihat
jombsss;jomblo
emesshhh;gemas
gemeessss;gemas
poollll;pol
gemesyak;gemas ya
pengen;pengin
gini;begini
bgtttt;banget
ko;kok
klo;kalau
kyk;kayak
gini;begini
yaaa;ya
cntiknya;cantiknya
yaaa;ya
lucuuu;lucu
bngttt;banget
ngegmesin;menggemaskan
hndak;hendak
kh;kah
hndk;hendak
iiih;ih
lutunaa;lucunya
lucuuu;lucu
abiz;habis
bkin;bikin
gemes;gemas
ngga;tidak
ngareppppp;mengharap
aamiinin;amin
aja;saja
aq;aku
lht;lihat
fhoto;foto
yg;yang
imuutt;imut
abizzz;habis
jgn;jangan
tay;tahi
nyaaa;nya
bgt;banget
yg;yang
toketnya;teteknya
sampe;sampai
tumpe2;tumpah-tumpah
lenje;lenjeh
tuuuuh;tuh
cantinya;cantiknya
bgt;banget
saya;saya
kl;kalau
krn;karena
yg;yang
saya;saya
ga;tidak
aneh2;aneh-aneh
ga;tidak
macam2;macam-macam
ga;tidak
yg;yang
"mbak""";mbak-mbak
ngatain;mengatai
lucuu;lucu
bgt;banget
mbaknyaahh;mbaknya
pyudara;payudara
gak;tidak
gk;tidak
ky;kaya
yg;yang
lenje;lenjeh
ap;apa
ajah;saja
bgt;banget
tu;itu
yg;yang
tu;itu
cewe;cewek
lenje;lenjeh
ngatain;mengatai
lenje;lenjeh
lenje;lenjeh
lenje;lenjeh
gak;tidak
gak;tidak
ditutupin;ditutupi
tp;tapi
gk;tidak
pake;pakai
tp;tapi
gak;tidak
bgitu;begitu
yaa;ya
ngomongnya;mengomongnya
gak;tidak
km;kamu
bgt;banget
pengen;pengin
sich;sih
cntik;cantik
bgt;banget
bgt;banget
bnget;banget
cantiik2;cantik-cantik
dech;deh
hati.a;hatinya
blm;belum
mk.a;makanya
gt;begitu
mlt.a;mulutnya
nyerocooooos;mencerocos
trus;kemudian
blg;bilang
tuk;untuk
org;orang
kyk.a;kayaknya
wkt;waktu
sklh;sekolah
dl;dulu
pljrn;pelajaran
srng;sering
ga;tidak
msk;masuk
yaaa;ya
org;orang
ngilang;menghilang
dikatain;dikatai
maluuu;malu
yaaaa;ya
yg;yang
ngalahin;mengalahkan
tu;itu
ap;apa
kk;kakak
brisi;berisi
tp;tapi
ttp;tetap
kk;kakak
cntik;cantik
ap;apa
ga;tidak
pake;pakai
aja;saja
loo;loh
kk;kakak
laa;lah
pkoknya;pokoknya
kk;kakak
slm;salam
knl;kenal
canti;cantik
y;ya
q;aku
kk;kakak
kk;kakak
astagfirullh;astagfirullah
nutupin;menutupi
amiin;amin
cntik;cantik
liat;lihat
hub;menghubungi
kmn;kemana
klo;kalau
bs;bisa
indo;indonesia
ni;ini
dung;dong
ori;orisinal
yu;yuk
bgt;banget
kakakaaaaaaaaaaaaaa;kakak
kaka;kakak
cantikkkkkkkk;cantik
cantiq;cantik
batwc;banget
kamyuhhh;kamu
yukk;yuk
dbwh;dibawah
rb;ribu
cantikk;cantik
sampe;sampai
pake;pakai
ga;tidak
yuuuk;yuk
yaa;ya
seneng;senang
yg;yang
padet;padat
gara2;gara-gara
makasih;terima kasih
yaa;ya
bukti2;bukti-bukti
bener;benar
say;sayang
gak;tidak
senenggg;senang
yg;yang
yukk;yuk
dr;dari
ngga;tidak
makasih;terima kasih
yaaa;ya
gak;tidak
pede;percaya diri
pengen;pengin
dapetin;mendapati
kepoin;mengepoi
ajaa;saja
belanjaa;belanja
disiniii;disini
hay;hai
temen2;teman-teman
mao;mau
tp;tapi
yg;yang
gak;tidak
murhan;murahan
yah;ya
prwtn;perawatan
wjh;wajah
yg;yang
bgettt;banget
dr;dari
negri;negeri
yg;yang
utk;untuk
bs;bisa
prwtn;perawatan
utk;untuk
mereka2;mereka-mereka
yg;yang
jg;juga
pakke;pakai
uda;sudah
pd;pada
pake;pakai
byk;banyak
prwtn;perawatan
yg;yang
utk;untuk
jgn;jangan
yah;ya
yg;yang
utk;untuk
dipake;dipakai
ga;tidak
bkin;bikin
ktergantungan;ketergantungan
dapet;dapat
tp;tapi
yg;yang
pake;pakai
utk;untuk
prwatn;perawatan
wjh;wajah
dr;dari
org;orang
jg;juga
uda;sudah
pake;pakai
ngebuktiin;membuktikan
hslnya;hasilnya
dr;dari
mrk;mereka
yg;yang
uda;sudah
pake;pakai
utk;untuk
awal2;awal-awal
ga;tidak
setabil;stabil
temen2;teman-teman
nyoba;mencoba
ihh;ih
beneran;benaran
ga;tidak
temen2;teman-teman
maksih;terima kasih
yah;ya
ga;tidak
gratiss;gratis
gak;tidak
ka;kak
kaka;kakak
gak;tidak
udah;sudah
rekomendasiin;merekomendasikan
tetep;tetap
bbrpa;beberapa
"gara""";gara-gara
yg;yang
"benar""";benar-benar
buktiin;membuktikan
ajaibb;ajaib
aja;saja
ga;tidak
nyangka;menyangka
seneng;senang
pokonya;pokoknya
mksh;terima kasih
setujuuu;setuju
klo;kalau
digituin;dibegitukan
klw;kalau
ank;anak
gak;tidak
mw;mau
sekolahin;sekolahkan
ajarin;ajarkan
sendirii;sendiri
sendirii;sendiri
akn;akan
mrnghadapi;menghadapi
yg;yang
dr;dari
yg;yang
dr;dari
tp;tapi
bgmn;bagaimana
apalg;apasedang
naka;nakal
tdk;tidak
jd;jadi
sdkt;sedikit
aja;saja
besar2in;besar-besarkan
cb;coba
dech;deh
mbk;mbak
bgmana;bagaimana
s*inetr*n;sinetron
yg;yang
yg;yang
bs;bisa
mrusak;merusak
yg;yang
cm;cuma
ttg;tentang
gak;tidak
sm;sama
yg;yang
d;di
sbg;sebagai
tdk;tidak
ka;kak
sy;saya
jd;jadi
jd;jadi
sy;saya
mndpt;mendapat
dr;dari
pst;pasti
sy;saya
skt;sakit
tp;tapi
tdk;tidak
jgn;jangan
yg;yang
sebnyak;sebanyak
dpn;depan
org;orang
yg;yang
yg;yang
terburu2;terburu-buru
baik2;baik-baik
nanya;bertanya
sampe;sampai
udah;sudah
udah;sudah
ngumpat2;mengumpat-ngumpat
nantangin;menantang
aja;saja
gtu;begitu
ngegampar;menggampar
anak2;anak-anak
gitu;begitu
wktu;waktu
d;di
pake;pakai
pake;pakai
trs;kemudian
d;di
gada;tidak ada
org;orang
yg;yang
sampe;sampai
ngelaporin;melaporkan
yg;yang
d;di
salahin;salahkan
krna;karena
yg;yang
gabisa;tidak bisa
gada;tidak ada
yg;yang
ni;ini
jd;jadi
yg;yang
hnya;hanya
orng;orang
yg;yang
konsekwensi;konsekuensi
muliany;mulianya
bkn;bukan
kl;kalau
mungki;mungkin
tp;tapi
kl;kalau
bs;bisa
jgn;jangan
lngsung;langsung
tp;tapi
sj;saja
tsb;tersebut
u;untuk
jg;juga
ad;ada
sbg;sebagai
t4;tempat
bacahalah;bacalah
yaak;ya
dikerasin;dikerasi
trus;kemudian
lgsg;langsung
gtu;begitu
skrg;sekarang
udh;sudah
dikerasin;dikerasi
gk;tidak
skrg;sekarang
gkkan;tidak akan
ngulangin;mengulangi
lebayy;lebay
bgt;banget
lgsg;langsung
org;orang
yg;yang
jgn;jangan
gk;tidak
sendirii;sendiri
ajaa;saja
bedaa;beda
skrg;sekarang
sm;sama
pnyaa;punya
gk;tidak
sendirii;sendiri
yaa;ya
gk;tidak
bol3h;boleh
pake;pakai
gak;tidak
org;orang
ngadu;mengadu
ketauan;ketahuan
ma;sama
org;orang
dimarahin;dimarahi
manjain;memanjakan
org;orang
manjain;memanjakan
gt;begitu
aja;saja
ma;sama
skrng;sekarang
sdh;sudah
krn;karena
manjain;memanjakan
gini;begini
krn;karena
yg;yang
gak;tidak
sm;sama
yg;yang
dgn;dengan
jg;juga
org;orang
yg;yang
yg;yang
utk;untuk
yg;yang
bs;bisa
bs;bisa
sm;sama
gk;tidak
utk;untuk
boleh2;boleh-boleh
dgn;dengan
yg;yang
hallo;halo
gak;tidak
nyelesain;menyelesaikan
troma;trauma
kerasin;kerasi
jdi;jadi
jgn2;jangan-jangan
mcm;macam
bgni;begini
ngomong;mengomong
sj;saja
ga;tidak
sm;sama
sy;saya
kamu2;kamu-kamu
cewer;jewer
bilanh;bilang
gak;tidak
kasi;kasih
gak;tidak
tdk;tidak
ngapain;mengapa
sy;saya
org;orang
yg;yang
sdh;sudah
yg;yang
jwban;jawaban
org2;orang-orang
mmg;memang
yg;yang
skg;sekarang
gak;tidak
gak;tidak
nuduh;menuduh
gak;tidak
nuduh;menuduh
suk;suka
emang;memang
emang;memang
ngatur;mengatur
yg;yang
gmna;bagaimana
msih;masih
sampe;sampai
skrg;sekarang
org;orang
rajin2;rajin-rajin
sy;saya
tpi;tapi
sy;saya
sy;saya
sm;sama
ga;tidak
bacaaaa;baca
saya;saya
kekk;kayak
jungkiir;jungkir
kekk;kayak
ga;tidak
gunaa;guna
bales2in;balas-membalas
orangg;orang
ga;tidak
kerjaan;pekerjaan
laen;lain
ajaa;saja
yg;yang
yaaaa;ya
dr;dari
tauuuu;tau
bls;balas
skg;sekarang
ga;tidak
yaa;ya
ni;nih
koment;komentar
emang;memang
yg;yang
tdk;tidak
km;kamu
untk;untuk
tp;tapi
tdk;tidak
ank;anak
byak;banyak
kepad;kepada
ank;anak
bantuanny;bantuannya
bkn;bukan
ttinggi;tinggi
dg;dengan
yg;yang
bgt;banget
jgn;jangan
smpe;sampai
yg;yang
d;di
ajah;saja
gara2;gara-gara
perna;pernah
d;di
cmn;cuman
grgr;gara-gara
g;tidak
jari2;jari-jari
d;di
pukulin;pukuli
pake;pakai
yg;yang
smpe;sampai
jd;jadi
bengkak2;bengkak-bengkak
bgs;bagus
jgn;jangan
smpe;sampai
ank;anak
sm;sama
sperti;seperti
kasian;kasihan
klo;kalau
g;tidak
d;di
komentarin;komentari
jgn;jangan
d;di
jd;jadi
bijak2;bijak-bijak
dlm;dalam
ga;tidak
ga;tidak
yg;yang
